TxHash: 0x838dea170116c7cc3026bf18dfc8ed054392b1885fdb9c28670614aeb07682b4 | CID: QmRwJdFNRuTmAXDHdzscdKB4PW8YhSmQcWNFL3JsPiJ3Va
TxHash: 0x2c5dfaa48f8e57e65a217a9fa58ed953dbcc9bb104f8a3597d6ac84185d17f70 | CID: QmWK5UnBnpRNhyCEn8wzKnZeN5wkmCxwQWhuGGU7jpHc33
TxHash: 0x6f55bcad5311884a69149eaf619197ad5b5fdec1662929ea3920e953dfe48d87 | CID: QmceJsrR4MDRJdTgiLvqSPqSEMK9JjrkbKX8H9JT7s3RbZ
TxHash: 0x980300ab52c4aa6f8feada145fd438c351b862ad34d8f0d2ab21b54efee588ac | CID: QmW5rot3G4XxrYaqCjGaA79nmMk2ta8gSh2vqnQ1Hr9L2a
TxHash: 0x55fee0fbaf1fbdde723d45206f5b08a4b5c60f80d10fa5c0fba321bd37fa9d73 | CID: QmdPJHoFTzUXuenkwiZvXAzBdrdhg9Qn6zyXEEgMWF5kHX
TxHash: 0x91834deffdc995ce6bf7e1bbf4c958cff9251f90cb272b3e672d425e9a29a284 | CID: QmdjX718SjFHWbrhHbETVATcEGeiaFEucXbNPxcznVJxe8
TxHash: 0x8e07f7c7de0f49a9c4f615d3bc52f520d4803ee7b470126995e335e6c4bd6057 | CID: QmbaC3b22zxvbL4w87U7BG8ds4nZHRkwvLGdnK1iqipPAz
TxHash: 0xaa307ab20c3e824cb9645062d7e9e53e1edd7649aa36b9a4143c76ffff8384ce | CID: QmPZFvHY9Q3TT5fcz71feCB3aZgKnpg9rkxGykEqW3cZ9i
TxHash: 0x45789cf84cfd0e237ef3f43e9391b7ca0cdfff4365243dfad1b51674f9563178 | CID: QmcCYw3KNoyzxuv1CLjsGD3nmW4YGkQesQzbwvX3RtEsPU
TxHash: 0x513d1b1009d4a39287c950e5e8ea456325a3d697ddbca9870d7cb580a8dd208f | CID: Qmf8uxM131P6TdLNcmosmZeQZkBuaTEAAqkv7yBt14k8ve
TxHash: 0x5aab5bff41ecb49d680fda9cf96cacecb7e41cbbae95f7ef214fa531ec700a1e | CID: QmRFXNAPTCSaXVpVdC15PuSpV2LWP3dKnGm5w5fVc1qCso
TxHash: 0xdf2d32e6d76d9c9a552dd8e67b877f1edcb7ffc123541b09a40e7ec49138ade9 | CID: QmPoEwCuZ8XSU2KhsYu8AouWyMvrxDwEsBY2F1vWx5KJ7W
TxHash: 0xd9bcd06908b4e49b3b352a640ab2e4b76ae7a67fd93e11b5997da50fa771fa47 | CID: QmdscpQp8DktbH2fL7ajkndN6QF3LQbkoEAEmhDhodoozv
TxHash: 0x7894716f72c6af3a8674b74dc44a474a36c15a091b2c54fe3ec9a54450e65bbd | CID: QmT42j6XdjktgnebREeKQMuFBVjDENGBiUc8Y7Bj579zKq
TxHash: 0xb6aa903cd8eeb066bccdeeb1a8d830f1e108d43785a075f7901f6df53c7a4a6f | CID: QmZ2ZsnmSeDQdL7ttjc4juptej5UhSfVfiUFDpPLadCBBw
TxHash: 0xa6aec542338e5f16efd3314079cb76767343102110910d380deeb87de0539274 | CID: QmXSbCcLbDxZXfvif1WBiNF4GBG1EcjpNNRWipU9qDuonb
TxHash: 0x5d9b41d27d069382d7030fc01852c0c9cb2a5aea9816409708905cb401cd5c5b | CID: QmYn3gMCQ9gFC3KpSkwUjgXvfJrAi7WDzErMox5bqhKswN
Timestamp: 2026-09-17T07:14:44.866Z | TxHash: 0x639a3755b0db54e8a6eaac172030648995838c7f108a4452a9acb51faba916a1 | CID: QmXqz1oJyj8wLEuuEXWJGMpvR1yfBAGdBhBGvpBShxSNbq | Latency: 110.032 ms | IPFS Storage Time: 106.383 ms | Fog Processing Time: 107.504 ms | Throughput: 0.0172 TPS | Status: SUCCESS
Timestamp: 2026-09-17T07:17:54.215Z | TxHash: 0x9cec4080971948224221d9b5347798d6a240a0fd4b28fc3adc1402b613ea33db | CID: QmetKQTKrfUU6LhJHKRN1Vy6ttnV2CS8aRK8CUFG1QMA3P | Latency: 427.672 ms | IPFS Storage Time: 424.516 ms | Fog Processing Time: 425.833 ms | Throughput: 0.0081 TPS | Status: SUCCESS
Timestamp: 2026-09-17T07:35:53.646Z | TxHash: 0x7d1f3ec794ac6467a461b1408fe7c34a31fe5b89acac0a7d2db0733a4f2eb88b | CID: Qmbs1LoS1f3YNB6mBQov6UEeBxKx5WJ577ayCFig9SRSYP | Latency: 569.709 ms | IPFS Storage Time: 389.918 ms | Fog Processing Time: 566.131 ms | Throughput: 0.0023 TPS | Status: SUCCESS
Timestamp: 2026-09-17T07:36:52.264Z | TxHash: 0x1dd75802036db130dcc7956a7c4bc030f43f97f49b0ff0a121b8848acf09183f | CID: QmQmbNmKthuGgS8dMubEVxpsH1BsHDEtXeyQ25mAGkGdcK | Latency: 97.318 ms | IPFS Storage Time: 88.984 ms | Fog Processing Time: 91.934 ms | Throughput: 0.0029 TPS | Status: SUCCESS
Timestamp: 2026-09-17T07:37:21.512Z | TxHash: 0x8f79bc54083f3e1a645a89c2732b53d14931f684e42b3314249072dde8a4d18d | CID: QmWYAwWZmKBY1xb8uuYxFqb3aSWUgntKhZNrMjgCAxJTV4 | Latency: 33.66 ms | IPFS Storage Time: 23.666 ms | Fog Processing Time: 32.011 ms | Throughput: 0.0035 TPS | Status: SUCCESS
Timestamp: 2026-09-17T07:38:35.291Z | TxHash: 0x2ea11b27ec5c7f557901eea51e7884d97c0f3bcfa4c32bb6b758cd7866057726 | CID: QmRfVSNb2CVugzMHUor2iAgjMGMhWF9Y3Qj5Xivk7yfvu4 | Latency: 82.323 ms | IPFS Storage Time: 75.421 ms | Fog Processing Time: 78.464 ms | Throughput: 0.004 TPS | Status: SUCCESS
Timestamp: 2026-09-17T07:39:35.178Z | TxHash: 0x3febaddf517646ad226ba837dd998ccac5241418d64f51224733a27aca36c262 | CID: QmfULHQ4ij9T9AVH6ohVworkzEDbvsKovBFpVy91G6ihK3 | Latency: 21.044 ms | IPFS Storage Time: 17.795 ms | Fog Processing Time: 19.88 ms | Throughput: 0.0045 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:31:18.384Z | TxHash: 0x0994ea4f4cc204a7b7a409dc8f8329b5647c41408e1e5305fffc6b5a0dcce217 | CID: QmWodhGZrhm8ZTFxa42ssmyfKDSLA2VCRAVER5RMQTJq6p | Latency: 29.435 ms | IPFS Storage Time: 25.592 ms | Fog Processing Time: 27.501 ms | Throughput: 0.001 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:31:21.610Z | TxHash: 0x6683a888888fb366570fd3b1a5046d005bdb26a8770746b7edfa994fce137f16 | CID: QmPZehP9Z972zgeu1wB4YSdxjHECrs4dzaFfHDYKzBpmr4 | Latency: 35.298 ms | IPFS Storage Time: 32.475 ms | Fog Processing Time: 34.116 ms | Throughput: 0.0011 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:33:31.813Z | TxHash: 0x8f15f16b2f3b3c2d74ebe015400f2028158bef9eff3f48184f9b0fd075e68a48 | CID: Qmd83vqHmUt8iMyvgnP5un5DPo21YbXvDNY4JGZYMURu4d | Latency: 41.816 ms | IPFS Storage Time: 36.258 ms | Fog Processing Time: 37.196 ms | Throughput: 0.0012 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:34:10.905Z | TxHash: 0xa9335eb103cb097b1c6ee6c327289649052cb6394602ffa85cb23d6da1597688 | CID: QmSGhhphCGGjzhYs4wrmyidJFgGty7uY2k5JbLk1hFvqd7 | Latency: 31.438 ms | IPFS Storage Time: 27.262 ms | Fog Processing Time: 29.136 ms | Throughput: 0.0013 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:35:20.523Z | TxHash: 0x91b42366e4b9a9c42cfd3756049741c263f58acc7fdd4ce3cdafd384cc4da57f | CID: QmXrQdpn6w4rDYf5UkPaQDmMXAqQn6m47jJSSJBfW7E2Tx | Latency: 36.375 ms | IPFS Storage Time: 30.044 ms | Fog Processing Time: 33.012 ms | Throughput: 0.0014 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:36:27.316Z | TxHash: 0x9535df91d71e3ecf81b5115e4e090124ccfd80731b0144b14252c85577174944 | CID: QmfUX2Gd9mGhJYLMBxXRVn1cmsLRjKveYZK7noVJUmCUon | Latency: 36.038 ms | IPFS Storage Time: 32.507 ms | Fog Processing Time: 33.795 ms | Throughput: 0.0015 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:45:51.484Z | TxHash: 0x059ae43fee29272edb9932f27698cc477a9cab03ebd21e44787758a8061e5ac3 | CID: QmNqsYkHrbBPafLZhXJw7HkRdk3i1iFp1eFNaH942H2r3K | Latency: 33.852 ms | IPFS Storage Time: 24.493 ms | Fog Processing Time: 26.455 ms | Throughput: 0.0015 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:46:58.268Z | TxHash: 0x635c3c7c69ab8006a1651801caf5cbde92f126dc7e4a6529fd2f9b390de5bff8 | CID: QmNNkH2MsDTNfo6LPR1vfcW3PXvw2h3CRtPVse3j9A7Vse | Latency: 70.21 ms | IPFS Storage Time: 67.687 ms | Fog Processing Time: 68.321 ms | Throughput: 0.0016 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:47:51.682Z | TxHash: 0x82314cb9520b95dd6286a1cf6e0ad09a6ab914a515e381dfc6ecda06d7d1812a | CID: QmVDBRYajZvRnpSdp1GQi32RW7AqDejPNP4vhnd4WLnA2t | Latency: 72.54 ms | IPFS Storage Time: 70.73 ms | Fog Processing Time: 71.4 ms | Throughput: 0.0017 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:48:58.988Z | TxHash: 0xbb90500319b25ee3df5e5006ad1659409d0f86ae7bae5d56d667d507f187dd14 | CID: QmV5j4xgV8GiVwLF43TN9eR2p6dnBfKe3HaQFJE1bfHNZt | Latency: 67.346 ms | IPFS Storage Time: 62.541 ms | Fog Processing Time: 63.286 ms | Throughput: 0.0018 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:49:31.059Z | TxHash: 0x9b373122d05362a4f699cf8bd21a197454a2cb7c83d54e2fe637b882b3cd0a42 | CID: QmdS64UwVGdktkjH6hALgHc3rMHy22tocdeSHmEXWMDDDq | Latency: 114.257 ms | IPFS Storage Time: 110.437 ms | Fog Processing Time: 111.047 ms | Throughput: 0.0019 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:50:03.295Z | TxHash: 0x96a9a9f3b7b6dd4f27d57ece7fc8498ad9e33f2b6f0047991007fa4684b944ca | CID: QmU9x8tZEMySnhidMF7u6WotyoZHt4m6czTVEwzroMNhwj | Latency: 288.391 ms | IPFS Storage Time: 284.991 ms | Fog Processing Time: 285.618 ms | Throughput: 0.002 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:50:35.302Z | TxHash: 0x68b46bbc99df962e60ba4dc7cd0c157380a0f5b2e79db5f25d839da3d6429e12 | CID: QmPtPnVXTYHkQMXnLPWpDExUovH9gbEeA8zHKHPWWosN8z | Latency: 41.964 ms | IPFS Storage Time: 39.751 ms | Fog Processing Time: 40.666 ms | Throughput: 0.0021 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:51:43.091Z | TxHash: 0xbe69c7cae6f87ee37b3388bd67b4c5ddb2d441c90a5f4a7af3897981a11ac934 | CID: QmT9QSCufzQ4v7593iVnJamF2f6VAaJMhbbzpjvUCGKUG2 | Latency: 44.706 ms | IPFS Storage Time: 42.664 ms | Fog Processing Time: 43.399 ms | Throughput: 0.0022 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:53:22.969Z | TxHash: 0x21a20772abcc3d547e28648c9bf48624e87f5a480e560b10e4679b17228b7e79 | CID: QmQjwAyNEHdJVGh1ttuB6uyUe1tpLZsPjiBGW8wyN1rrNb | Latency: 41.256 ms | IPFS Storage Time: 39.188 ms | Fog Processing Time: 40.265 ms | Throughput: 0.0023 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:55:05.847Z | TxHash: 0xc170d08d1de8fc9be5d089782bf42cc04dbfe9f8a93af0855a20446d5bcc5187 | CID: QmWGPzVUYytZHNvYmurjaGJL3niobpc6uH8YzfyVSo8sPj | Latency: 26.219 ms | IPFS Storage Time: 24.154 ms | Fog Processing Time: 25.172 ms | Throughput: 0.0024 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:55:33.903Z | TxHash: 0x8a776087d269fff553d50ad0bd97af27d6d0bdac44aa5fec4589ef97fbd27b17 | CID: QmQAJhAvSFsakP2VNYgvT7ZSoM6ndNqiji46fvuMuSKxac | Latency: 43.149 ms | IPFS Storage Time: 40.202 ms | Fog Processing Time: 40.814 ms | Throughput: 0.0025 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:56:04.936Z | TxHash: 0xd10401bf7fdbfb5c179ff6284f5e5592adeecd30ef608f8999375c5070c97b02 | CID: QmXao5YHpLmmkQRm8VGwY8Ggb2r8sjJZCJshnAaXeG3KFu | Latency: 84.987 ms | IPFS Storage Time: 79.49 ms | Fog Processing Time: 81.409 ms | Throughput: 0.0026 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:56:27.134Z | TxHash: 0x4cc5e19932af093056ab1d84d74bb2b0be0baea5845e7cb376e6fd821b90be25 | CID: QmPaZx5w4bZkUaHcm983mybZbuB2V7xR1wNQvm9sg9QBC8 | Latency: 58.038 ms | IPFS Storage Time: 50.173 ms | Fog Processing Time: 50.74 ms | Throughput: 0.0027 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:56:48.818Z | TxHash: 0x7bf7ca757d56651f5e20335163f7bb0207813a0d076f42ce8d5ed0fc875b4e8c | CID: QmSQYFMPJoUvXqCKrXLyTQgqKHPngLrUKM3f9RjtMa9PLe | Latency: 29.93 ms | IPFS Storage Time: 18.613 ms | Fog Processing Time: 19.928 ms | Throughput: 0.0028 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:58:07.916Z | TxHash: 0xe0533701664cf6b5beedd9106bab1033bc9b6319bd821478cbee3c7266fdb23c | CID: QmUqkPfK5kZFutHJ5891PaW4rSQMDnhuKXjNPmF8QNFx7w | Latency: 46.92 ms | IPFS Storage Time: 43.526 ms | Fog Processing Time: 44.155 ms | Throughput: 0.0028 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:58:47.894Z | TxHash: 0x50cc6c6f36915030b575b58ec94048406b277d6c7deed215ed3d2b53d314b69a | CID: Qmbp1KZGcjnsiMh9DXE6mjGQL5waZMaG5EGZKNQne7iyBX | Latency: 28.979 ms | IPFS Storage Time: 27.075 ms | Fog Processing Time: 27.804 ms | Throughput: 0.0029 TPS | Status: SUCCESS
Timestamp: 2026-09-17T09:59:27.483Z | TxHash: 0x06e06bdbdbac85734addf53af4f9faec8c7fbd9a9304cbd3ee21397a86a78f7a | CID: QmNwZLtZCWE7Rxm6EV2n4P34N3avD4tz2hubD3cVtHQ5r5 | Latency: 27.793 ms | IPFS Storage Time: 22.022 ms | Fog Processing Time: 22.651 ms | Throughput: 0.003 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:00:06.418Z | TxHash: 0x73c9a8e3b11e6daab6327f18a0d2b73984330492aa64cdf87fc21ca5f06ed7d3 | CID: QmPrz8u5t3rPq3dZjEwtBEoiAeRothAe6KvUzqZ3mLarJ9 | Latency: 41.982 ms | IPFS Storage Time: 38.489 ms | Fog Processing Time: 40.306 ms | Throughput: 0.0031 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:00:47.363Z | TxHash: 0x3b2755e755fd3307d93bc99d070b5dd67b6ede98f4982babbe94904766927762 | CID: QmbLNPMikcSszFNd5b4x3BjYcGU414aPqKcPUBz9qdxpYc | Latency: 35.934 ms | IPFS Storage Time: 33.065 ms | Fog Processing Time: 35.035 ms | Throughput: 0.0032 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:01:54.332Z | TxHash: 0x4ad1c1fdeb045131384d651dfc818c0022bd549ac304f34f2e4f793df667ae5d | CID: QmSsjN6sVqvR7bCGCoAYpTzNmvfCYMdbcAkLo2aF6uWDzz | Latency: 21.864 ms | IPFS Storage Time: 18.698 ms | Fog Processing Time: 19.345 ms | Throughput: 0.0033 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:07:41.010Z | TxHash: 0x6c5ef9fbe228c19103819b43a992a6051fa88cd25288353a3ee30ec7ddda348c | CID: Qmd6UaQrTBQbb7w5BxDEuYmuzd5AMevMYgTuC1a9doVYi2 | Latency: 160.946 ms | IPFS Storage Time: 17.156 ms | Fog Processing Time: 26.395 ms | Throughput: 0.0033 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:08:35.517Z | TxHash: 0xda556f3442069a6d756ed8e61f27eb2722795a1f3ed5c96ee931b4e87afa3bda | CID: QmPwGeqYehhDApQ6motima1xopUMUgx4uGedVZtBY6izQ7 | Latency: 93.104 ms | IPFS Storage Time: 91.413 ms | Fog Processing Time: 92.033 ms | Throughput: 0.0033 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:09:18.157Z | TxHash: 0x48322a7656984de59787d2c05f4730e7af4d7815dc449058df2152d1061bcf01 | CID: QmTdz7zFRkUQiUJTgzx72qkJ5KdkooZcGpZL3kdpCVQFwk | Latency: 353.984 ms | IPFS Storage Time: 343.446 ms | Fog Processing Time: 346.997 ms | Throughput: 0.0034 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:10:01.253Z | TxHash: 0x6a143819c9eec64a3e6cbe51bd088707fe67a67a3f7ea9a301e76248f7a8b325 | CID: Qmf7x8vLhjuWry5CFzdFq8YboWqyXnR9DDQbEudUidruj8 | Latency: 36.788 ms | IPFS Storage Time: 30.826 ms | Fog Processing Time: 32.193 ms | Throughput: 0.0035 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:10:40.539Z | TxHash: 0x8b539c21dea4171f7a3ebfa23acefbcbd13d9fbaa4b18aee41c3d638d3e0db06 | CID: QmZL3JmDF48TApanVQcMSQiWyWU2LCotX3enaNat1HMUv3 | Latency: 54.009 ms | IPFS Storage Time: 52.009 ms | Fog Processing Time: 52.61 ms | Throughput: 0.0036 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:11:12.322Z | TxHash: 0x2885179582f143641c689af7885d5c839be44cd3dd6d193f7ca604203ade902d | CID: QmU2bQWehvT4XBeAyTxZxohtgsfeJ4cSbrHjQWrjwjErc2 | Latency: 27.083 ms | IPFS Storage Time: 23.99 ms | Fog Processing Time: 24.925 ms | Throughput: 0.0037 TPS | Status: SUCCESS
